Age,English level,Education Level,Computing Experience,Task,Selected Answer,Correct,Case Type,Time Taken (ms),Submission Timestamp
23,esl,postgraduate,moderate,upload data to server,upload-data-to-server,true,kebab,4569,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,synchronize time servers,synchronize-time-servers,true,kebab,3439,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,compress large files,compressLargeFiles,true,camel,4541,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,enable network settings,enable-network-settings,true,kebab,3607,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,run diagnostic tests,run-diagnostic-tests,true,kebab,4811,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,generate error logs,generate-error-logs,true,kebab,5201,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,reset password policies,resetPasswordPolicies,true,camel,4931,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,backup database files,backup-database-files,true,kebab,4178,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,check system updates,checkSystemUpdates,true,camel,2687,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,analyze disk space,analyze-disk-space,true,kebab,1706,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,reset password policies,reset-password-policies,true,kebab,2894,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,create user account,create-user-account,true,kebab,4030,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,configure network interface,configure-network-interface,true,kebab,1847,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,synchronize time servers,synchronizeTimeServers,true,camel,4539,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,run diagnostic tests,runDiagnosticTexts,false,camel,3778,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,analyze disk space,analyzeDiskSpace,true,camel,3612,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,generate error logs,generateErrorLogs,true,camel,2134,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,monitor cpu usage,monitorCpuUsage,true,camel,3923,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,upload data to server,uploadDataToServer,true,camel,8024,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,check system updates,check-system-updates,true,kebab,3648,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,compress large files,compress-large-files,true,kebab,5191,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,manage firewall rules,manage-firewall-rules,true,kebab,3768,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,esl,postgraduate,moderate,create user account,createUserAccount,true,camel,4202,Tue Dec 03 2024 17:57:24 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,monitor cpu usage,monitor-cpu-usage,true,kebab,43185,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,install software package,installSoftwarePackage,true,camel,14331,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,manage firewall rules,manageFirewallRules,true,camel,7104,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,backup database files,backupDatabaseFiles,true,camel,25540,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,configure network interface,configureNetworkInterface,true,camel,13248,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,enable network settings,enableNetworkSettings,true,camel,6644,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,install software package,install-software-package,true,kebab,8968,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,upload data to server,upload-data-to-server,true,kebab,8661,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,synchronize time servers,synchronize-time-servers,true,kebab,11030,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,compress large files,compressLargeFiles,true,camel,7358,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,enable network settings,enable-network-settings,true,kebab,7268,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,run diagnostic tests,run-diagnostic-tests,true,kebab,28959,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,generate error logs,generate-error-logs,true,kebab,11435,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,reset password policies,resetPasswordPolicies,true,camel,13489,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,backup database files,backup-database-files,true,kebab,22045,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,check system updates,checkSystemUpdates,true,camel,19443,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,analyze disk space,analyze-disk-space,true,kebab,12046,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,reset password policies,reset-password-policies,true,kebab,24231,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,create user account,create-user-account,true,kebab,8515,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,configure network interface,configure-network-interface,true,kebab,10242,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,synchronize time servers,synchronizeTimeServers,true,camel,15033,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,run diagnostic tests,runDiagnosticTests,true,camel,8752,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,analyze disk space,analyzeDiskSpace,true,camel,11771,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,generate error logs,generateErrorLogs,true,camel,7296,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,monitor cpu usage,monitorCpuUsage,true,camel,10131,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,upload data to server,uploadDataToServer,true,camel,6705,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,check system updates,check-system-updates,true,kebab,12383,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,compress large files,compress-large-files,true,kebab,19662,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,manage firewall rules,manage-firewall-rules,true,kebab,6175,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
23,efl,undergraduate,moderate,create user account,createUserAccount,true,camel,12974,Tue Dec 03 2024 17:58:41 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,3948,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,4698,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,5085,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,10812,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,13622,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,3472,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,4312,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,5270,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,3204,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,compress large files,compressLargeFiles,true,camel,5017,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,4429,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,4102,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,3225,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,4814,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,backup database files,backup-database-files,true,kebab,3097,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,check system updates,clerkSystemUpdates,false,camel,5070,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,2810,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,5537,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,create user account,create-user-account,true,kebab,3638,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,3555,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,synchronize time servers,sanitizeTimeServers,false,camel,4782,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,4514,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,2254,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,1966,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,monitor cpu usage,mitigateCpuUsage,false,camel,4514,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,upload data to server,uploadDataToServer,true,camel,4575,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,5041,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,compress large files,combine-large-files,false,kebab,3397,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,5237,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,create user account,createUserAccount,true,camel,2618,Tue Dec 03 2024 18:06:06 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,18285,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,10819,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,12653,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,7813,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,9834,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,6770,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,6397,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,8918,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,7282,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,compress large files,compressLargeFiles,true,camel,4883,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,5317,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,6515,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,4387,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,8029,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,backup database files,backup-database-flies,false,kebab,7853,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,check system updates,checkSystemUpdates,true,camel,8750,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,4735,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,10681,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,create user account,create-user-account,true,kebab,3536,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,3800,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,5845,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,12835,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,3321,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,3733,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,4195,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,upload data to server,uploadDataToServer,true,camel,8217,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,10018,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,4884,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,5686,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,create user account,createUserAccount,true,camel,9368,Tue Dec 03 2024 18:07:30 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,monitor cpu usage,monitor-cpu-usage,true,kebab,52166,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,install software package,installSoftwarePackage,true,camel,12216,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,manage firewall rules,manageFirewallRules,true,camel,21862,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,backup database files,backupDatabaseFiles,true,camel,16548,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,configure network interface,configureNetworkInterface,true,camel,23876,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,enable network settings,enableNetworkSettings,true,camel,6743,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,install software package,install-software-package,true,kebab,7866,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,upload data to server,upload-data-to-server,true,kebab,9375,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,synchronize time servers,synchronize-time-servers,true,kebab,8868,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,compress large files,compressLargeFiles,true,camel,9150,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,enable network settings,enable-network-settings,true,kebab,15626,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,run diagnostic tests,run-diagnostic-tests,true,kebab,8155,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,generate error logs,generate-error-logs,true,kebab,13113,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,reset password policies,resetPasswordPolicies,true,camel,7864,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,backup database files,backup-database-files,true,kebab,10926,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,check system updates,checkSystemUpdates,true,camel,6542,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,analyze disk space,analyze-disk-space,true,kebab,8336,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,reset password policies,reset-password-policies,true,kebab,7668,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,create user account,create-user-account,true,kebab,7103,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,configure network interface,configure-network-interface,true,kebab,7309,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,synchronize time servers,synchronizeTimeServers,true,camel,6645,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,run diagnostic tests,runDiagnosticTests,true,camel,6918,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,analyze disk space,analyzeDiskSpace,true,camel,8325,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,generate error logs,generateErrorLogs,true,camel,8670,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,monitor cpu usage,monitorCpuUsage,true,camel,6866,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,upload data to server,uploadDataToServer,true,camel,8022,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,check system updates,check-system-updates,true,kebab,9085,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,compress large files,compress-large-files,true,kebab,8207,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,manage firewall rules,manage-firewall-rules,true,kebab,9094,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
16,efl,hs,moderate,create user account,createUserAccount,true,camel,8195,Tue Dec 03 2024 19:47:32 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,monitor cpu usage,monitor-cpu-usage,true,kebab,21146,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,install software package,installMalwarePackage,false,camel,6439,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,manage firewall rules,manageFirewallRules,true,camel,7308,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,backup database files,backupDatabaseFiles,true,camel,4287,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,configure network interface,configureNetworkInterface,true,camel,6554,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,enable network settings,enableNetworkSettings,true,camel,3639,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,install software package,install-software-package,true,kebab,2817,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,upload data to server,upload-data-to-server,true,kebab,2309,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,synchronize time servers,synchronize-time-servers,true,kebab,4100,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,compress large files,combineLargeFiles,false,camel,2880,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,enable network settings,enable-network-settings,true,kebab,3603,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,run diagnostic tests,run-diagnostic-tests,true,kebab,2968,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,generate error logs,generate-error-logs,true,kebab,4522,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,reset password policies,resetPasswordPolicies,true,camel,5171,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
20,esl,undergraduate,moderate,backup database files,backup-database-files,true,kebab,5004,Tue Dec 03 2024 20:40:55 GMT+0000 (Coordinated Universal Time)
